Date,CLOSE,Dividend,SplitFactor,CumulativeDividend,cum_factor
2016-10-03,118.8100,0.0000,1.0000,15.3000,1.0000
2016-10-04,118.8200,0.0000,1.0000,15.3000,1.0000
2016-10-05,119.1800,0.0000,1.0000,15.3000,1.0000
2016-10-06,118.7500,0.0000,1.0000,15.3000,1.0000
2016-10-07,119.2400,0.0000,1.0000,15.3000,1.0000
2016-10-10,119.8000,0.0000,1.0000,15.3000,1.0000
2016-10-11,117.6400,0.0000,1.0000,15.3000,1.0000
2016-10-12,117.9700,0.0000,1.0000,15.3000,1.0000
2016-10-13,118.2600,0.0000,1.0000,15.3000,1.0000
2016-10-14,117.5600,0.0000,1.0000,15.3000,1.0000
2016-10-17,118.4900,0.0000,1.0000,15.3000,1.0000
2016-10-18,115.4100,0.0000,1.0000,15.3000,1.0000
2016-10-19,114.5900,0.0000,1.0000,15.3000,1.0000
2016-10-20,114.8700,0.0000,1.0000,15.3000,1.0000
2016-10-21,113.4400,0.0000,1.0000,15.3000,1.0000
2016-10-24,113.6100,0.0000,1.0000,15.3000,1.0000
2016-10-25,113.9600,0.0000,1.0000,15.3000,1.0000
2016-10-26,114.5600,0.0000,1.0000,15.3000,1.0000
2016-10-27,115.7000,0.0000,1.0000,15.3000,1.0000
2016-10-28,115.3300,0.0000,1.0000,15.3000,1.0000
2016-10-31,115.9900,0.0000,1.0000,15.3000,1.0000
2016-11-01,115.3400,0.0000,1.0000,15.3000,1.0000
2016-11-02,114.8600,0.0000,1.0000,15.3000,1.0000
2016-11-03,115.0300,0.0000,1.0000,15.3000,1.0000
2016-11-04,115.1100,0.0000,1.0000,15.3000,1.0000
2016-11-07,116.6600,0.0000,1.0000,15.3000,1.0000
2016-11-08,117.0500,0.0000,1.0000,15.3000,1.0000
2016-11-09,120.3100,0.0000,1.0000,15.3000,1.0000
2016-11-10,119.5400,0.0000,1.0000,15.3000,1.0000
2016-11-11,118.4700,0.0000,1.0000,15.3000,1.0000
2016-11-14,116.6000,0.0000,1.0000,15.3000,1.0000
2016-11-15,116.3200,0.0000,1.0000,15.3000,1.0000
2016-11-16,116.3600,0.0000,1.0000,15.3000,1.0000
2016-11-17,116.5700,0.0000,1.0000,15.3000,1.0000
2016-11-18,115.3600,0.8000,1.0000,16.1000,1.0000
2016-11-21,115.0000,0.0000,1.0000,16.1000,1.0000
2016-11-22,112.7400,0.0000,1.0000,16.1000,1.0000
2016-11-23,113.0700,0.0000,1.0000,16.1000,1.0000
2016-11-25,114.1300,0.0000,1.0000,16.1000,1.0000
2016-11-28,113.1300,0.0000,1.0000,16.1000,1.0000
2016-11-29,112.4800,0.0000,1.0000,16.1000,1.0000
2016-11-30,111.3000,0.0000,1.0000,16.1000,1.0000
2016-12-01,111.3800,0.0000,1.0000,16.1000,1.0000
2016-12-02,111.9600,0.0000,1.0000,16.1000,1.0000
2016-12-05,111.9400,0.0000,1.0000,16.1000,1.0000
2016-12-06,112.0600,0.0000,1.0000,16.1000,1.0000
2016-12-07,111.1000,0.0000,1.0000,16.1000,1.0000
2016-12-08,110.9900,0.0000,1.0000,16.1000,1.0000
2016-12-09,112.2600,0.0000,1.0000,16.1000,1.0000
2016-12-12,115.3600,0.0000,1.0000,16.1000,1.0000
2016-12-13,115.8900,0.0000,1.0000,16.1000,1.0000
2016-12-14,114.9900,0.0000,1.0000,16.1000,1.0000
2016-12-15,115.8900,0.0000,1.0000,16.1000,1.0000
2016-12-16,115.8800,0.0000,1.0000,16.1000,1.0000
2016-12-19,116.0200,0.0000,1.0000,16.1000,1.0000
2016-12-20,115.6600,0.0000,1.0000,16.1000,1.0000
2016-12-21,115.3100,0.0000,1.0000,16.1000,1.0000
2016-12-22,115.4400,0.0000,1.0000,16.1000,1.0000
2016-12-23,115.9600,0.0000,1.0000,16.1000,1.0000
2016-12-27,115.9100,0.0000,1.0000,16.1000,1.0000
2016-12-28,115.1000,0.0000,1.0000,16.1000,1.0000
2016-12-29,115.4900,0.0000,1.0000,16.1000,1.0000
2016-12-30,115.2100,0.0000,1.0000,16.1000,1.0000
2017-01-03,115.8400,0.0000,1.0000,16.1000,1.0000
2017-01-04,115.6500,0.0000,1.0000,16.1000,1.0000
2017-01-05,116.8600,0.0000,1.0000,16.1000,1.0000
2017-01-06,116.3000,0.0000,1.0000,16.1000,1.0000
2017-01-09,116.2800,0.0000,1.0000,16.1000,1.0000
2017-01-10,116.1600,0.0000,1.0000,16.1000,1.0000
2017-01-11,114.7300,0.0000,1.0000,16.1000,1.0000
2017-01-12,114.6200,0.0000,1.0000,16.1000,1.0000
2017-01-13,114.6000,0.0000,1.0000,16.1000,1.0000
2017-01-17,114.8700,0.0000,1.0000,16.1000,1.0000
2017-01-18,114.7000,0.0000,1.0000,16.1000,1.0000
2017-01-19,114.2000,0.0000,1.0000,16.1000,1.0000
2017-01-20,114.1500,0.0000,1.0000,16.1000,1.0000
2017-01-23,113.9100,0.0000,1.0000,16.1000,1.0000
2017-01-24,111.7600,0.0000,1.0000,16.1000,1.0000
2017-01-25,112.8000,0.0000,1.0000,16.1000,1.0000
2017-01-26,111.8400,0.0000,1.0000,16.1000,1.0000
2017-01-27,113.3800,0.0000,1.0000,16.1000,1.0000
2017-01-30,113.1300,0.0000,1.0000,16.1000,1.0000
2017-01-31,113.2500,0.0000,1.0000,16.1000,1.0000
2017-02-01,113.2300,0.0000,1.0000,16.1000,1.0000
2017-02-02,113.5700,0.0000,1.0000,16.1000,1.0000
2017-02-03,113.6400,0.0000,1.0000,16.1000,1.0000
2017-02-06,113.4000,0.0000,1.0000,16.1000,1.0000
2017-02-07,113.4800,0.0000,1.0000,16.1000,1.0000
2017-02-08,113.4000,0.0000,1.0000,16.1000,1.0000
2017-02-09,114.0800,0.0000,1.0000,16.1000,1.0000
2017-02-10,115.2400,0.0000,1.0000,16.1000,1.0000
2017-02-13,115.8800,0.0000,1.0000,16.1000,1.0000
2017-02-14,116.3600,0.0000,1.0000,16.1000,1.0000
2017-02-15,117.2000,0.0000,1.0000,16.1000,1.0000
2017-02-16,118.0800,0.0000,1.0000,16.1000,1.0000
2017-02-17,118.8600,0.0000,1.0000,16.1000,1.0000
2017-02-21,119.6600,0.0000,1.0000,16.1000,1.0000
2017-02-22,119.5200,0.0000,1.0000,16.1000,1.0000
2017-02-23,121.7000,0.0000,1.0000,16.1000,1.0000
2017-02-24,122.7300,0.8000,1.0000,16.9000,1.0000
2017-02-27,122.4000,0.0000,1.0000,16.9000,1.0000
2017-02-28,122.2100,0.0000,1.0000,16.9000,1.0000
2017-03-01,123.8600,0.0000,1.0000,16.9000,1.0000
2017-03-02,123.6300,0.0000,1.0000,16.9000,1.0000
2017-03-03,123.7900,0.0000,1.0000,16.9000,1.0000
2017-03-06,123.7100,0.0000,1.0000,16.9000,1.0000
2017-03-07,123.8300,0.0000,1.0000,16.9000,1.0000
2017-03-08,124.1000,0.0000,1.0000,16.9000,1.0000
2017-03-09,125.9500,0.0000,1.0000,16.9000,1.0000
2017-03-10,126.2100,0.0000,1.0000,16.9000,1.0000
2017-03-13,126.6800,0.0000,1.0000,16.9000,1.0000
2017-03-14,127.0500,0.0000,1.0000,16.9000,1.0000
2017-03-15,128.9600,0.0000,1.0000,16.9000,1.0000
2017-03-16,128.4600,0.0000,1.0000,16.9000,1.0000
2017-03-17,128.0600,0.0000,1.0000,16.9000,1.0000
2017-03-20,127.9900,0.0000,1.0000,16.9000,1.0000
2017-03-21,127.2500,0.0000,1.0000,16.9000,1.0000
2017-03-22,126.2600,0.0000,1.0000,16.9000,1.0000
2017-03-23,125.9000,0.0000,1.0000,16.9000,1.0000
2017-03-24,125.4800,0.0000,1.0000,16.9000,1.0000
2017-03-27,125.8000,0.0000,1.0000,16.9000,1.0000
2017-03-28,125.6600,0.0000,1.0000,16.9000,1.0000
2017-03-29,124.9200,0.0000,1.0000,16.9000,1.0000
