run_id,created_at_utc,start_date,end_date,config_json
20260306T105304Z,2026-03-06T10:53:05.201640+00:00,2011-02-16,2026-02-24,"{""portfolio"": {""assets"": [{""ric"": ""NVDA.O"", ""weight"": 0.125}, {""ric"": ""AAPL.O"", ""weight"": 0.125}, {""ric"": ""MSFT.O"", ""weight"": 0.125}, {""ric"": ""JNJ.N"", ""weight"": 0.125}, {""ric"": ""PG.N"", ""weight"": 0.125}, {""ric"": ""V.N"", ""weight"": 0.125}, {""ric"": ""JPM.N"", ""weight"": 0.125}, {""ric"": ""XOM.N"", ""weight"": 0.125}], ""auto_align_splits"": true, ""base_currency"": ""USD"", ""end_date"": null, ""initial_capital"": 1000000.0, ""quarterly_metrics"": {""dividend_return_basis"": ""quarter_start_market_value"", ""enabled"": true}, ""rebalancing"": {""drift_tolerance"": 0.02, ""enabled"": true, ""frequency"": ""quarterly"", ""trigger"": ""first_trading_day_after_quarter_end""}, ""reinvest_dividends"": false, ""risk_free_rate"": 0.02, ""start_date"": ""2011-02-16"", ""strategy"": {""candidate_count"": 100, ""csv_export_enabled"": true, ""dividend_payer_lookback_months"": 12, ""initial_selection"": ""market_cap"", ""initial_weighting"": ""market_cap"", ""missing_data_policy"": ""backfill_next_ranked"", ""mode"": ""dynamic_100_25"", ""parquet_dir"": ""data/store/parquet"", ""parquet_enabled"": true, ""portfolio_size"": 25, ""quarterly_weighting"": ""normalized_yield_score"", ""rebalance_timing"": ""first_trading_day_after_quarter_end"", ""selection_metric"": ""quarter_dividend_yield"", ""sqlite_path"": ""data/store/portfolio_100.sqlite"", ""universe_scope"": ""sp500"", ""yield_denominator"": ""quarter_average_close""}, ""use_cum_factor"": true}, ""strategy"": {""candidate_count"": 100, ""csv_export_enabled"": true, ""dividend_payer_lookback_months"": 12, ""initial_selection"": ""market_cap"", ""initial_weighting"": ""market_cap"", ""missing_data_policy"": ""backfill_next_ranked"", ""mode"": ""dynamic_100_25"", ""parquet_dir"": ""data/store/parquet"", ""parquet_enabled"": true, ""portfolio_size"": 25, ""quarterly_weighting"": ""normalized_yield_score"", ""rebalance_timing"": ""first_trading_day_after_quarter_end"", ""selection_metric"": ""quarter_dividend_yield"", ""sqlite_path"": ""data/store/portfolio_100.sqlite"", ""universe_scope"": ""sp500"", ""yield_denominator"": ""quarter_average_close""}}"
