run_id,quarter,as_of_date,ric,market_cap,market_cap_date,is_dividend_payer_12m,rank_market_cap
20260306T105304Z,2011Q2,2011-04-01,LIN.OQ,30938841596.74,2011-04-01T00:00:00+00:00,1,76
20260306T105304Z,2011Q2,2011-04-01,LLY.N,40506690617.21,2011-04-01T00:00:00+00:00,1,56
20260306T105304Z,2011Q2,2011-04-01,LMT.N,28124287434.44,2011-04-01T00:00:00+00:00,1,84
20260306T105304Z,2011Q2,2011-04-01,LOW.N,35251888084.28,2011-04-01T00:00:00+00:00,1,65
20260306T105304Z,2011Q2,2011-04-01,MA.N,33112725333.6,2011-04-01T00:00:00+00:00,1,69
20260306T105304Z,2011Q2,2011-04-01,MCD.N,78845454800.8199,2011-04-01T00:00:00+00:00,1,29
20260306T105304Z,2011Q2,2011-04-01,MDLZ.OQ,55440155492.75,2011-04-01T00:00:00+00:00,1,37
20260306T105304Z,2011Q2,2011-04-01,MDT.N,42240384232.0,2011-04-01T00:00:00+00:00,1,53
20260306T105304Z,2011Q2,2011-04-01,MET.N,47756336255.38,2011-04-01T00:00:00+00:00,1,48
20260306T105304Z,2011Q2,2011-04-01,MMM.N,66176069536.7999,2011-04-01T00:00:00+00:00,1,35
20260306T105304Z,2011Q2,2011-04-01,MO.N,54383928674.1,2011-04-01T00:00:00+00:00,1,40
20260306T105304Z,2011Q2,2011-04-01,MOS.N,35886431687.31,2011-04-01T00:00:00+00:00,1,64
20260306T105304Z,2011Q2,2011-04-01,MRK.N,102032750004.33,2011-04-01T00:00:00+00:00,1,22
20260306T105304Z,2011Q2,2011-04-01,MS.N,42122599145.78,2011-04-01T00:00:00+00:00,1,54
20260306T105304Z,2011Q2,2011-04-01,MSFT.OQ,214092694149.88,2011-04-01T00:00:00+00:00,1,4
20260306T105304Z,2011Q2,2011-04-01,NEE.N,23600234936.81,2011-04-01T00:00:00+00:00,1,100
20260306T105304Z,2011Q2,2011-04-01,NEM.N,26454519966.1299,2011-04-01T00:00:00+00:00,1,88
20260306T105304Z,2011Q2,2011-04-01,NKE.N,36285164231.67,2011-04-01T00:00:00+00:00,1,63
20260306T105304Z,2011Q2,2011-04-01,NSC.N,24484978940.5199,2011-04-01T00:00:00+00:00,1,96
20260306T105304Z,2011Q2,2011-04-01,ORCL.N,172158754320.0,2011-04-01T00:00:00+00:00,1,10
